Sno,Date,Time,State/UnionTerritory,Deaths,Confirmed
540,04/01/2020,07:30:00 PM,Himachal Pradesh,1,3
541,04/01/2020,07:30:00 PM,Jammu and Kashmir,2,62
542,04/01/2020,07:30:00 PM,Jharkhand,0,1
543,04/01/2020,07:30:00 PM,Karnataka,3,101
544,04/01/2020,07:30:00 PM,Kerala,2,241
545,04/01/2020,07:30:00 PM,Ladakh,0,13
546,04/01/2020,07:30:00 PM,Madhya Pradesh,3,66
547,04/01/2020,07:30:00 PM,Maharashtra,9,302
548,04/01/2020,07:30:00 PM,Manipur,0,1
549,04/01/2020,07:30:00 PM,Mizoram,0,1
550,04/01/2020,07:30:00 PM,Odisha,0,4
551,04/01/2020,07:30:00 PM,Puducherry,0,3
552,04/01/2020,07:30:00 PM,Punjab,3,42
553,04/01/2020,07:30:00 PM,Rajasthan,0,93
554,04/01/2020,07:30:00 PM,Tamil Nadu,1,234
555,04/01/2020,07:30:00 PM,Telengana,3,96
556,04/01/2020,07:30:00 PM,Uttarakhand,0,7
557,04/01/2020,07:30:00 PM,Uttar Pradesh,2,103
558,04/01/2020,07:30:00 PM,West Bengal,3,37
559,04/02/2020,06:00:00 PM,Andhra Pradesh,1,86
560,04/02/2020,06:00:00 PM,Andaman and Nicobar Islands,0,10
561,04/02/2020,06:00:00 PM,Assam,0,5
562,04/02/2020,06:00:00 PM,Bihar,1,24
563,04/02/2020,06:00:00 PM,Chandigarh,0,16
564,04/02/2020,06:00:00 PM,Chhattisgarh,0,9
565,04/02/2020,06:00:00 PM,Delhi,4,219
566,04/02/2020,06:00:00 PM,Goa,0,5
567,04/02/2020,06:00:00 PM,Gujarat,7,87
568,04/02/2020,06:00:00 PM,Haryana,0,43
569,04/02/2020,06:00:00 PM,Himachal Pradesh,1,3
570,04/02/2020,06:00:00 PM,Jammu and Kashmir,2,62
571,04/02/2020,06:00:00 PM,Jharkhand,0,1
572,04/02/2020,06:00:00 PM,Karnataka,3,110
573,04/02/2020,06:00:00 PM,Kerala,2,265
574,04/02/2020,06:00:00 PM,Ladakh,0,13
575,04/02/2020,06:00:00 PM,Madhya Pradesh,6,99
576,04/02/2020,06:00:00 PM,Maharashtra,13,335
577,04/02/2020,06:00:00 PM,Manipur,0,1
578,04/02/2020,06:00:00 PM,Mizoram,0,1
579,04/02/2020,06:00:00 PM,Odisha,0,4
580,04/02/2020,06:00:00 PM,Puducherry,0,3
581,04/02/2020,06:00:00 PM,Punjab,4,46
582,04/02/2020,06:00:00 PM,Rajasthan,0,108
583,04/02/2020,06:00:00 PM,Tamil Nadu,1,234
584,04/02/2020,06:00:00 PM,Telengana,3,107
585,04/02/2020,06:00:00 PM,Uttarakhand,0,7
586,04/02/2020,06:00:00 PM,Uttar Pradesh,2,113
587,04/02/2020,06:00:00 PM,West Bengal,3,53
588,04/03/2020,06:00:00 PM,Andhra Pradesh,1,132
589,04/03/2020,06:00:00 PM,Andaman and Nicobar Islands,0,10
590,04/03/2020,06:00:00 PM,Arunachal Pradesh,0,1
591,04/03/2020,06:00:00 PM,Assam,0,16
592,04/03/2020,06:00:00 PM,Bihar,1,29
593,04/03/2020,06:00:00 PM,Chandigarh,0,18
594,04/03/2020,06:00:00 PM,Chhattisgarh,0,9
595,04/03/2020,06:00:00 PM,Delhi,4,219
596,04/03/2020,06:00:00 PM,Goa,0,6
597,04/03/2020,06:00:00 PM,Gujarat,8,95
598,04/03/2020,06:00:00 PM,Haryana,0,49
599,04/03/2020,06:00:00 PM,Himachal Pradesh,1,6
600,04/03/2020,06:00:00 PM,Jammu and Kashmir,2,75
601,04/03/2020,06:00:00 PM,Jharkhand,0,2
602,04/03/2020,06:00:00 PM,Karnataka,3,124
603,04/03/2020,06:00:00 PM,Kerala,2,286
604,04/03/2020,06:00:00 PM,Ladakh,0,14
605,04/03/2020,06:00:00 PM,Madhya Pradesh,6,104
606,04/03/2020,06:00:00 PM,Maharashtra,16,335
607,04/03/2020,06:00:00 PM,Manipur,0,2
608,04/03/2020,06:00:00 PM,Mizoram,0,1
609,04/03/2020,06:00:00 PM,Odisha,0,5
610,04/03/2020,06:00:00 PM,Puducherry,0,5
611,04/03/2020,06:00:00 PM,Punjab,5,48
612,04/03/2020,06:00:00 PM,Rajasthan,0,167
613,04/03/2020,06:00:00 PM,Tamil Nadu,1,309
614,04/03/2020,06:00:00 PM,Telengana,7,158
615,04/03/2020,06:00:00 PM,Uttarakhand,0,10
616,04/03/2020,06:00:00 PM,Uttar Pradesh,2,172
617,04/03/2020,06:00:00 PM,West Bengal,3,63
618,04/03/2020,06:00:00 PM,Unassigned,0,77
619,04/04/2020,06:00:00 PM,Andhra Pradesh,1,161
620,04/04/2020,06:00:00 PM,Andaman and Nicobar Islands,0,10
621,04/04/2020,06:00:00 PM,Arunachal Pradesh,0,1
622,04/04/2020,06:00:00 PM,Assam,0,24
623,04/04/2020,06:00:00 PM,Bihar,1,30
624,04/04/2020,06:00:00 PM,Chandigarh,0,18
625,04/04/2020,06:00:00 PM,Chhattisgarh,0,9
626,04/04/2020,06:00:00 PM,Delhi,6,445
627,04/04/2020,06:00:00 PM,Goa,0,7
628,04/04/2020,06:00:00 PM,Gujarat,10,105
629,04/04/2020,06:00:00 PM,Haryana,0,49
630,04/04/2020,06:00:00 PM,Himachal Pradesh,1,6
631,04/04/2020,06:00:00 PM,Jammu and Kashmir,2,75
632,04/04/2020,06:00:00 PM,Jharkhand,0,2
633,04/04/2020,06:00:00 PM,Karnataka,3,128
634,04/04/2020,06:00:00 PM,Kerala,2,295
635,04/04/2020,06:00:00 PM,Ladakh,0,14
636,04/04/2020,06:00:00 PM,Madhya Pradesh,6,104
637,04/04/2020,06:00:00 PM,Maharashtra,24,490
638,04/04/2020,06:00:00 PM,Manipur,0,2
639,04/04/2020,06:00:00 PM,Mizoram,0,1
640,04/04/2020,06:00:00 PM,Odisha,0,5
641,04/04/2020,06:00:00 PM,Puducherry,0,5
642,04/04/2020,06:00:00 PM,Punjab,5,57
643,04/04/2020,06:00:00 PM,Rajasthan,0,200
644,04/04/2020,06:00:00 PM,Tamil Nadu,2,411
645,04/04/2020,06:00:00 PM,Telengana,7,159
646,04/04/2020,06:00:00 PM,Uttarakhand,0,16
647,04/04/2020,06:00:00 PM,Uttar Pradesh,2,174
648,04/04/2020,06:00:00 PM,West Bengal,3,69
649,04/05/2020,06:00:00 PM,Andhra Pradesh,1,190
650,04/05/2020,06:00:00 PM,Andaman and Nicobar Islands,0,10
651,04/05/2020,06:00:00 PM,Arunachal Pradesh,0,1
652,04/05/2020,06:00:00 PM,Assam,0,26
653,04/05/2020,06:00:00 PM,Bihar,1,30
654,04/05/2020,06:00:00 PM,Chandigarh,0,18
655,04/05/2020,06:00:00 PM,Chhattisgarh,0,9
656,04/05/2020,06:00:00 PM,Delhi,7,503
657,04/05/2020,06:00:00 PM,Goa,0,7
658,04/05/2020,06:00:00 PM,Gujarat,11,122
659,04/05/2020,06:00:00 PM,Haryana,1,59
660,04/05/2020,06:00:00 PM,Himachal Pradesh,1,6
661,04/05/2020,06:00:00 PM,Jammu and Kashmir,2,106
662,04/05/2020,06:00:00 PM,Jharkhand,0,3
663,04/05/2020,06:00:00 PM,Karnataka,4,144
664,04/05/2020,06:00:00 PM,Kerala,2,306
665,04/05/2020,06:00:00 PM,Ladakh,0,14
666,04/05/2020,06:00:00 PM,Madhya Pradesh,9,165
667,04/05/2020,06:00:00 PM,Maharashtra,24,490
668,04/05/2020,06:00:00 PM,Manipur,0,2
669,04/05/2020,06:00:00 PM,Mizoram,0,1
670,04/05/2020,06:00:00 PM,Odisha,0,20
671,04/05/2020,06:00:00 PM,Puducherry,0,5
672,04/05/2020,06:00:00 PM,Punjab,5,57
673,04/05/2020,06:00:00 PM,Rajasthan,0,200
674,04/05/2020,06:00:00 PM,Tamil Nadu,3,485
675,04/05/2020,06:00:00 PM,Telengana,7,269
676,04/05/2020,06:00:00 PM,Uttarakhand,0,22
677,04/05/2020,06:00:00 PM,Uttar Pradesh,2,227
678,04/05/2020,06:00:00 PM,West Bengal,3,80
679,04/06/2020,06:00:00 PM,Andhra Pradesh,3,226
680,04/06/2020,06:00:00 PM,Andaman and Nicobar Islands,0,10
681,04/06/2020,06:00:00 PM,Arunachal Pradesh,0,1
682,04/06/2020,06:00:00 PM,Assam,0,26
683,04/06/2020,06:00:00 PM,Bihar,1,32
684,04/06/2020,06:00:00 PM,Chandigarh,0,18
685,04/06/2020,06:00:00 PM,Chhattisgarh,0,10
686,04/06/2020,06:00:00 PM,Delhi,7,523
687,04/06/2020,06:00:00 PM,Goa,0,7
688,04/06/2020,06:00:00 PM,Gujarat,12,144
689,04/06/2020,06:00:00 PM,Haryana,1,84
690,04/06/2020,06:00:00 PM,Himachal Pradesh,1,13
691,04/06/2020,06:00:00 PM,Jammu and Kashmir,2,109
692,04/06/2020,06:00:00 PM,Jharkhand,0,4
693,04/06/2020,06:00:00 PM,Karnataka,4,151
694,04/06/2020,06:00:00 PM,Kerala,2,314
695,04/06/2020,06:00:00 PM,Ladakh,0,14
696,04/06/2020,06:00:00 PM,Madhya Pradesh,9,165
697,04/06/2020,06:00:00 PM,Maharashtra,45,748
698,04/06/2020,06:00:00 PM,Manipur,0,2
699,04/06/2020,06:00:00 PM,Mizoram,0,1
700,04/06/2020,06:00:00 PM,Odisha,0,21
701,04/06/2020,06:00:00 PM,Puducherry,0,5
702,04/06/2020,06:00:00 PM,Punjab,6,76
703,04/06/2020,06:00:00 PM,Rajasthan,0,274
704,04/06/2020,06:00:00 PM,Tamil Nadu,5,571
705,04/06/2020,06:00:00 PM,Telengana,7,321
706,04/06/2020,06:00:00 PM,Uttarakhand,0,26
707,04/06/2020,06:00:00 PM,Uttar Pradesh,3,305
708,04/06/2020,06:00:00 PM,West Bengal,3,80
709,04/07/2020,06:00:00 PM,Andhra Pradesh,3,266
710,04/07/2020,06:00:00 PM,Andaman and Nicobar Islands,0,10
711,04/07/2020,06:00:00 PM,Arunachal Pradesh,0,1
712,04/07/2020,06:00:00 PM,Assam,0,26
713,04/07/2020,06:00:00 PM,Bihar,1,32
714,04/07/2020,06:00:00 PM,Chandigarh,0,18
715,04/07/2020,06:00:00 PM,Chhattisgarh,0,10
716,04/07/2020,06:00:00 PM,Delhi,7,576
717,04/07/2020,06:00:00 PM,Goa,0,7
718,04/07/2020,06:00:00 PM,Gujarat,13,165
719,04/07/2020,06:00:00 PM,Haryana,1,90
720,04/07/2020,06:00:00 PM,Himachal Pradesh,1,13
721,04/07/2020,06:00:00 PM,Jammu and Kashmir,2,116
722,04/07/2020,06:00:00 PM,Jharkhand,0,4
723,04/07/2020,06:00:00 PM,Karnataka,4,175
724,04/07/2020,06:00:00 PM,Kerala,2,327
725,04/07/2020,06:00:00 PM,Ladakh,0,14
726,04/07/2020,06:00:00 PM,Madhya Pradesh,13,229
727,04/07/2020,06:00:00 PM,Maharashtra,48,868
728,04/07/2020,06:00:00 PM,Manipur,0,2
729,04/07/2020,06:00:00 PM,Mizoram,0,1
730,04/07/2020,06:00:00 PM,Odisha,1,42
731,04/07/2020,06:00:00 PM,Puducherry,0,5
732,04/07/2020,06:00:00 PM,Punjab,7,91
733,04/07/2020,06:00:00 PM,Rajasthan,3,288
734,04/07/2020,06:00:00 PM,Tamil Nadu,5,621
735,04/07/2020,06:00:00 PM,Telengana,7,364
736,04/07/2020,06:00:00 PM,Tripura,0,1
737,04/07/2020,06:00:00 PM,Uttarakhand,0,31
738,04/07/2020,06:00:00 PM,Uttar Pradesh,3,305
739,04/07/2020,06:00:00 PM,West Bengal,3,91
740,04/08/2020,05:00:00 PM,Andhra Pradesh,4,305
741,04/08/2020,05:00:00 PM,Andaman and Nicobar Islands,0,10
742,04/08/2020,05:00:00 PM,Arunachal Pradesh,0,1
743,04/08/2020,05:00:00 PM,Assam,0,27
744,04/08/2020,05:00:00 PM,Bihar,1,38
745,04/08/2020,05:00:00 PM,Chandigarh,0,18
746,04/08/2020,05:00:00 PM,Chhattisgarh,0,10
747,04/08/2020,05:00:00 PM,Delhi,9,576
748,04/08/2020,05:00:00 PM,Goa,0,7
749,04/08/2020,05:00:00 PM,Gujarat,13,165
750,04/08/2020,05:00:00 PM,Haryana,3,147
751,04/08/2020,05:00:00 PM,Himachal Pradesh,1,18
752,04/08/2020,05:00:00 PM,Jammu and Kashmir,2,116
753,04/08/2020,05:00:00 PM,Jharkhand,0,4
754,04/08/2020,05:00:00 PM,Karnataka,4,175
755,04/08/2020,05:00:00 PM,Kerala,2,336
756,04/08/2020,05:00:00 PM,Ladakh,0,14
757,04/08/2020,05:00:00 PM,Madhya Pradesh,13,229
758,04/08/2020,05:00:00 PM,Maharashtra,64,1018
759,04/08/2020,05:00:00 PM,Manipur,0,2
760,04/08/2020,05:00:00 PM,Mizoram,0,1
761,04/08/2020,05:00:00 PM,Odisha,1,42
762,04/08/2020,05:00:00 PM,Puducherry,0,5
763,04/08/2020,05:00:00 PM,Punjab,7,91
764,04/08/2020,05:00:00 PM,Rajasthan,3,328
765,04/08/2020,05:00:00 PM,Tamil Nadu,7,690
766,04/08/2020,05:00:00 PM,Telengana,7,427
767,04/08/2020,05:00:00 PM,Tripura,0,1
768,04/08/2020,05:00:00 PM,Uttarakhand,0,31
769,04/08/2020,05:00:00 PM,Uttar Pradesh,3,343
770,04/08/2020,05:00:00 PM,West Bengal,5,99
771,04/09/2020,05:00:00 PM,Andhra Pradesh,4,348
772,04/09/2020,05:00:00 PM,Andaman and Nicobar Islands,0,11
773,04/09/2020,05:00:00 PM,Arunachal Pradesh,0,1
774,04/09/2020,05:00:00 PM,Assam,0,28
775,04/09/2020,05:00:00 PM,Bihar,1,39
776,04/09/2020,05:00:00 PM,Chandigarh,0,18
777,04/09/2020,05:00:00 PM,Chhattisgarh,0,10
778,04/09/2020,05:00:00 PM,Delhi,9,669
779,04/09/2020,05:00:00 PM,Goa,0,7
780,04/09/2020,05:00:00 PM,Gujarat,16,179
781,04/09/2020,05:00:00 PM,Haryana,3,169
782,04/09/2020,05:00:00 PM,Himachal Pradesh,1,18
783,04/09/2020,05:00:00 PM,Jammu and Kashmir,4,158
784,04/09/2020,05:00:00 PM,Jharkhand,0,13
785,04/09/2020,05:00:00 PM,Karnataka,5,181
786,04/09/2020,05:00:00 PM,Kerala,2,345
787,04/09/2020,05:00:00 PM,Ladakh,0,14
788,04/09/2020,05:00:00 PM,Madhya Pradesh,16,259
789,04/09/2020,05:00:00 PM,Maharashtra,72,1135
790,04/09/2020,05:00:00 PM,Manipur,0,2
791,04/09/2020,05:00:00 PM,Mizoram,0,1
792,04/09/2020,05:00:00 PM,Odisha,1,42
793,04/09/2020,05:00:00 PM,Puducherry,0,5
794,04/09/2020,05:00:00 PM,Punjab,8,101
795,04/09/2020,05:00:00 PM,Rajasthan,3,383
796,04/09/2020,05:00:00 PM,Tamil Nadu,8,738
797,04/09/2020,05:00:00 PM,Telengana,7,442
798,04/09/2020,05:00:00 PM,Tripura,0,1
799,04/09/2020,05:00:00 PM,Uttarakhand,0,35
800,04/09/2020,05:00:00 PM,Uttar Pradesh,4,410
801,04/09/2020,05:00:00 PM,West Bengal,5,103
802,04/10/2020,05:00:00 PM,Andhra Pradesh,6,363
803,04/10/2020,05:00:00 PM,Andaman and Nicobar Islands,0,11
804,04/10/2020,05:00:00 PM,Arunachal Pradesh,0,1
805,04/10/2020,05:00:00 PM,Assam,0,29
806,04/10/2020,05:00:00 PM,Bihar,1,60
807,04/10/2020,05:00:00 PM,Chandigarh,0,18
808,04/10/2020,05:00:00 PM,Chhattisgarh,0,10
809,04/10/2020,05:00:00 PM,Delhi,13,898
810,04/10/2020,05:00:00 PM,Goa,0,7
811,04/10/2020,05:00:00 PM,Gujarat,17,241
812,04/10/2020,05:00:00 PM,Haryana,3,169
813,04/10/2020,05:00:00 PM,Himachal Pradesh,1,28
814,04/10/2020,05:00:00 PM,Jammu and Kashmir,4,184
815,04/10/2020,05:00:00 PM,Jharkhand,1,13
816,04/10/2020,05:00:00 PM,Karnataka,6,197
817,04/10/2020,05:00:00 PM,Kerala,2,357
818,04/10/2020,05:00:00 PM,Ladakh,0,15
819,04/10/2020,05:00:00 PM,Madhya Pradesh,16,259
820,04/10/2020,05:00:00 PM,Maharashtra,97,1364
821,04/10/2020,05:00:00 PM,Manipur,0,2
822,04/10/2020,05:00:00 PM,Mizoram,0,1
823,04/10/2020,05:00:00 PM,Odisha,1,44
824,04/10/2020,05:00:00 PM,Puducherry,0,5
825,04/10/2020,05:00:00 PM,Punjab,11,132
826,04/10/2020,05:00:00 PM,Rajasthan,3,463
827,04/10/2020,05:00:00 PM,Tamil Nadu,8,834
828,04/10/2020,05:00:00 PM,Telengana,7,473
829,04/10/2020,05:00:00 PM,Tripura,0,1
830,04/10/2020,05:00:00 PM,Uttarakhand,0,35
831,04/10/2020,05:00:00 PM,Uttar Pradesh,4,431
832,04/10/2020,05:00:00 PM,West Bengal,5,116
833,04/11/2020,05:00:00 PM,Andhra Pradesh,6,381
834,04/11/2020,05:00:00 PM,Andaman and Nicobar Islands,0,11
835,04/11/2020,05:00:00 PM,Arunachal Pradesh,0,1
836,04/11/2020,05:00:00 PM,Assam,1,29
837,04/11/2020,05:00:00 PM,Bihar,1,60
838,04/11/2020,05:00:00 PM,Chandigarh,0,18
839,04/11/2020,05:00:00 PM,Chhattisgarh,0,18
840,04/11/2020,05:00:00 PM,Delhi,14,903
841,04/11/2020,05:00:00 PM,Goa,0,7
842,04/11/2020,05:00:00 PM,Gujarat,19,308
843,04/11/2020,05:00:00 PM,Haryana,3,177
844,04/11/2020,05:00:00 PM,Himachal Pradesh,1,28
845,04/11/2020,05:00:00 PM,Jammu and Kashmir,4,207
846,04/11/2020,05:00:00 PM,Jharkhand,1,17
847,04/11/2020,05:00:00 PM,Karnataka,6,214
848,04/11/2020,05:00:00 PM,Kerala,2,364
849,04/11/2020,05:00:00 PM,Ladakh,0,15
850,04/11/2020,05:00:00 PM,Madhya Pradesh,33,443
851,04/11/2020,05:00:00 PM,Maharashtra,110,1574
852,04/11/2020,05:00:00 PM,Manipur,0,2
853,04/11/2020,05:00:00 PM,Mizoram,0,1
854,04/11/2020,05:00:00 PM,Odisha,1,48
855,04/11/2020,05:00:00 PM,Puducherry,0,7
856,04/11/2020,05:00:00 PM,Punjab,11,132
857,04/11/2020,05:00:00 PM,Rajasthan,3,553
858,04/11/2020,05:00:00 PM,Tamil Nadu,8,911
859,04/11/2020,05:00:00 PM,Telengana,9,504
860,04/11/2020,05:00:00 PM,Tripura,0,2
861,04/11/2020,05:00:00 PM,Uttarakhand,0,35
862,04/11/2020,05:00:00 PM,Uttar Pradesh,4,433
863,04/11/2020,05:00:00 PM,West Bengal,5,126
864,04/12/2020,05:00:00 PM,Andhra Pradesh,6,381
865,04/12/2020,05:00:00 PM,Andaman and Nicobar Islands,0,11
866,04/12/2020,05:00:00 PM,Arunachal Pradesh,0,1
867,04/12/2020,05:00:00 PM,Assam,1,29
868,04/12/2020,05:00:00 PM,Bihar,1,64
869,04/12/2020,05:00:00 PM,Chandigarh,0,19
870,04/12/2020,05:00:00 PM,Chhattisgarh,0,25
871,04/12/2020,05:00:00 PM,Delhi,19,1069
872,04/12/2020,05:00:00 PM,Goa,0,7
873,04/12/2020,05:00:00 PM,Gujarat,22,432
874,04/12/2020,05:00:00 PM,Haryana,3,185
875,04/12/2020,05:00:00 PM,Himachal Pradesh,1,32
876,04/12/2020,05:00:00 PM,Jammu and Kashmir,4,224
877,04/12/2020,05:00:00 PM,Jharkhand,1,17
878,04/12/2020,05:00:00 PM,Karnataka,6,226
879,04/12/2020,05:00:00 PM,Kerala,2,374
880,04/12/2020,05:00:00 PM,Ladakh,0,15
881,04/12/2020,05:00:00 PM,Madhya Pradesh,36,564
882,04/12/2020,05:00:00 PM,Maharashtra,127,1761
883,04/12/2020,05:00:00 PM,Manipur,0,2
884,04/12/2020,05:00:00 PM,Mizoram,0,1
885,04/12/2020,05:00:00 PM,Odisha,1,54
886,04/12/2020,05:00:00 PM,Puducherry,0,7
887,04/12/2020,05:00:00 PM,Punjab,11,151
888,04/12/2020,05:00:00 PM,Rajasthan,3,700
889,04/12/2020,05:00:00 PM,Tamil Nadu,10,969
890,04/12/2020,05:00:00 PM,Telengana,9,504
891,04/12/2020,05:00:00 PM,Tripura,0,2
892,04/12/2020,05:00:00 PM,Uttarakhand,0,35
893,04/12/2020,05:00:00 PM,Uttar Pradesh,5,452
894,04/12/2020,05:00:00 PM,West Bengal,5,134
895,04/13/2020,05:00:00 PM,Andhra Pradesh,7,432
896,04/13/2020,05:00:00 PM,Andaman and Nicobar Islands,0,11
897,04/13/2020,05:00:00 PM,Arunachal Pradesh,0,1
898,04/13/2020,05:00:00 PM,Assam,1,31
899,04/13/2020,05:00:00 PM,Bihar,1,64
900,04/13/2020,05:00:00 PM,Chandigarh,0,21
901,04/13/2020,05:00:00 PM,Chhattisgarh,0,31
902,04/13/2020,05:00:00 PM,Delhi,24,1154
903,04/13/2020,05:00:00 PM,Goa,0,7
904,04/13/2020,05:00:00 PM,Gujarat,26,539
905,04/13/2020,05:00:00 PM,Haryana,3,185
906,04/13/2020,05:00:00 PM,Himachal Pradesh,1,32
907,04/13/2020,05:00:00 PM,Jammu and Kashmir,4,245
908,04/13/2020,05:00:00 PM,Jharkhand,2,19
909,04/13/2020,05:00:00 PM,Karnataka,6,247
910,04/13/2020,05:00:00 PM,Kerala,3,376
911,04/13/2020,05:00:00 PM,Ladakh,0,15
912,04/13/2020,05:00:00 PM,Madhya Pradesh,43,604
913,04/13/2020,05:00:00 PM,Maharashtra,149,1985
914,04/13/2020,05:00:00 PM,Manipur,0,2
915,04/13/2020,05:00:00 PM,Mizoram,0,1
916,04/13/2020,05:00:00 PM,Nagaland,0,1
917,04/13/2020,05:00:00 PM,Odisha,1,54
918,04/13/2020,05:00:00 PM,Puducherry,0,7
919,04/13/2020,05:00:00 PM,Punjab,11,167
920,04/13/2020,05:00:00 PM,Rajasthan,3,812
921,04/13/2020,05:00:00 PM,Tamil Nadu,11,1075
922,04/13/2020,05:00:00 PM,Telengana,16,562
923,04/13/2020,05:00:00 PM,Tripura,0,2
924,04/13/2020,05:00:00 PM,Uttarakhand,0,35
925,04/13/2020,05:00:00 PM,Uttar Pradesh,5,483
926,04/13/2020,05:00:00 PM,West Bengal,7,152
927,04/14/2020,05:00:00 PM,Andhra Pradesh,9,473
928,04/14/2020,05:00:00 PM,Andaman and Nicobar Islands,0,11
929,04/14/2020,05:00:00 PM,Arunachal Pradesh,0,1
930,04/14/2020,05:00:00 PM,Assam,1,31
931,04/14/2020,05:00:00 PM,Bihar,1,66
932,04/14/2020,05:00:00 PM,Chandigarh,0,21
933,04/14/2020,05:00:00 PM,Chhattisgarh,0,31
934,04/14/2020,05:00:00 PM,Delhi,28,1510
935,04/14/2020,05:00:00 PM,Goa,0,7
936,04/14/2020,05:00:00 PM,Gujarat,26,617
937,04/14/2020,05:00:00 PM,Haryana,3,199
938,04/14/2020,05:00:00 PM,Himachal Pradesh,1,32
939,04/14/2020,05:00:00 PM,Jammu and Kashmir,4,270
940,04/14/2020,05:00:00 PM,Jharkhand,2,24
941,04/14/2020,05:00:00 PM,Karnataka,9,258
942,04/14/2020,05:00:00 PM,Kerala,3,379
943,04/14/2020,05:00:00 PM,Ladakh,0,15
944,04/14/2020,05:00:00 PM,Madhya Pradesh,50,730
945,04/14/2020,05:00:00 PM,Maharashtra,160,2337
946,04/14/2020,05:00:00 PM,Manipur,0,2
947,04/14/2020,05:00:00 PM,Meghalaya,0,1
948,04/14/2020,05:00:00 PM,Mizoram,0,1
949,04/14/2020,05:00:00 PM,Nagaland,0,1
950,04/14/2020,05:00:00 PM,Odisha,1,55
951,04/14/2020,05:00:00 PM,Puducherry,0,7
952,04/14/2020,05:00:00 PM,Punjab,12,176
953,04/14/2020,05:00:00 PM,Rajasthan,3,879
954,04/14/2020,05:00:00 PM,Tamil Nadu,11,1173
955,04/14/2020,05:00:00 PM,Telengana,17,624
956,04/14/2020,05:00:00 PM,Tripura,0,2
957,04/14/2020,05:00:00 PM,Uttarakhand,0,35
958,04/14/2020,05:00:00 PM,Uttar Pradesh,5,657
959,04/14/2020,05:00:00 PM,West Bengal,7,190
960,04/15/2020,05:00:00 PM,Andaman and Nicobar Islands,0,11
961,04/15/2020,05:00:00 PM,Andhra Pradesh,9,503
962,04/15/2020,05:00:00 PM,Arunachal Pradesh,0,1
963,04/15/2020,05:00:00 PM,Assam,1,33
964,04/15/2020,05:00:00 PM,Bihar,1,70
965,04/15/2020,05:00:00 PM,Chandigarh,0,21
966,04/15/2020,05:00:00 PM,Chhattisgarh,0,33
967,04/15/2020,05:00:00 PM,Delhi,30,1561
968,04/15/2020,05:00:00 PM,Goa,0,7
969,04/15/2020,05:00:00 PM,Gujarat,30,695
970,04/15/2020,05:00:00 PM,Haryana,3,199
971,04/15/2020,05:00:00 PM,Himachal Pradesh,1,33
972,04/15/2020,05:00:00 PM,Jammu and Kashmir,4,278
973,04/15/2020,05:00:00 PM,Jharkhand,2,27
974,04/15/2020,05:00:00 PM,Karnataka,11,277
975,04/15/2020,05:00:00 PM,Kerala,3,387
976,04/15/2020,05:00:00 PM,Ladakh,0,17
977,04/15/2020,05:00:00 PM,Madhya Pradesh,53,987
978,04/15/2020,05:00:00 PM,Maharashtra,178,2687
979,04/15/2020,05:00:00 PM,Manipur,0,2
980,04/15/2020,05:00:00 PM,Meghalaya,1,7
981,04/15/2020,05:00:00 PM,Mizoram,0,1
982,04/15/2020,05:00:00 PM,Nagaland#,0,0
983,04/15/2020,05:00:00 PM,Odisha,1,60
984,04/15/2020,05:00:00 PM,Puducherry,0,7
985,04/15/2020,05:00:00 PM,Punjab,13,186
986,04/15/2020,05:00:00 PM,Rajasthan,3,1005
987,04/15/2020,05:00:00 PM,Tamil Nadu,12,1204
988,04/15/2020,05:00:00 PM,Telengana,18,647
989,04/15/2020,05:00:00 PM,Tripura,0,2
990,04/15/2020,05:00:00 PM,Uttarakhand,0,37
991,04/15/2020,05:00:00 PM,Uttar Pradesh,11,735
992,04/15/2020,05:00:00 PM,West Bengal,7,213
993,04/16/2020,05:00:00 PM,Andaman and Nicobar Islands,0,11
994,04/16/2020,05:00:00 PM,Andhra Pradesh,14,534
995,04/16/2020,05:00:00 PM,Arunachal Pradesh,0,1
996,04/16/2020,05:00:00 PM,Assam,1,33
997,04/16/2020,05:00:00 PM,Bihar,1,74
998,04/16/2020,05:00:00 PM,Chandigarh,0,21
999,04/16/2020,05:00:00 PM,Chhattisgarh,0,33
1000,04/16/2020,05:00:00 PM,Delhi,32,1578
1001,04/16/2020,05:00:00 PM,Goa,0,7
1002,04/16/2020,05:00:00 PM,Gujarat,36,871
1003,04/16/2020,05:00:00 PM,Haryana,3,205
1004,04/16/2020,05:00:00 PM,Himachal Pradesh,1,35
1005,04/16/2020,05:00:00 PM,Jammu and Kashmir,4,300
1006,04/16/2020,05:00:00 PM,Jharkhand,2,28
1007,04/16/2020,05:00:00 PM,Karnataka,13,315
1008,04/16/2020,05:00:00 PM,Kerala,3,388
1009,04/16/2020,05:00:00 PM,Ladakh,0,17
1010,04/16/2020,05:00:00 PM,Madhya Pradesh,53,1120
1011,04/16/2020,05:00:00 PM,Maharashtra,187,2919
1012,04/16/2020,05:00:00 PM,Manipur,0,2
1013,04/16/2020,05:00:00 PM,Meghalaya,1,7
1014,04/16/2020,05:00:00 PM,Mizoram,0,1
1015,04/16/2020,05:00:00 PM,Nagaland#,0,0
1016,04/16/2020,05:00:00 PM,Odisha,1,60
1017,04/16/2020,05:00:00 PM,Puducherry,0,7
1018,04/16/2020,05:00:00 PM,Punjab,13,186
